,Date,Actual,forcast,previous
62,"Jan 18, 2018 ",-6.861,-3.536,-4.948
63,"Jan 10, 2018 ",-4.948,-3.890,-7.419
64,"Jan 04, 2018 ",-7.419,-5.148,-4.609
65,"Dec 28, 2017 ",-4.609,-3.970,-6.495
66,"Dec 20, 2017 ",-6.495,-3.769,-5.117
67,"Dec 13, 2017 ",-5.117,-3.759,-5.610
68,"Dec 06, 2017 ",-5.610,-3.404,-3.429
69,"Nov 29, 2017 ",-3.429,-2.301,-1.855
70,"Nov 22, 2017 ",-1.855,-1.545,1.854
71,"Nov 15, 2017 ",1.854,-2.200,2.237
72,"Nov 08, 2017 ",2.237,-2.876,-2.435
73,"Nov 01, 2017 ",-2.435,-1.756,0.856
74,"Oct 25, 2017 ",0.856,-2.578,-5.731
75,"Oct 18, 2017 ",-5.731,-4.242,-2.747
76,"Oct 12, 2017 ",-2.747,-1.991,-6.023
77,"Oct 04, 2017 ",-6.023,-0.756,-1.846
78,"Sep 27, 2017 ",-1.846,3.422,4.591
79,"Sep 20, 2017 ",4.591,3.493,5.888
80,"Sep 13, 2017 ",5.888,3.238,4.580
81,"Sep 07, 2017 ",4.580,4.022,-5.392
82,"Aug 30, 2017 ",-5.392,-1.908,-3.327
83,"Aug 23, 2017 ",-3.327,-3.450,-8.945
84,"Aug 16, 2017 ",-8.945,-3.058,-6.451
85,"Aug 09, 2017 ",-6.451,-2.720,-1.527
86,"Aug 02, 2017 ",-1.527,-2.957,-7.208
87,"Jul 26, 2017 ",-7.208,-2.629,-4.727
88,"Jul 19, 2017 ",-4.727,-3.214,-7.564
89,"Jul 12, 2017 ",-7.564,-2.850,-6.299
90,"Jul 06, 2017 ",-6.299,-2.283,0.118
91,"Jun 28, 2017 ",0.118,-2.585,-2.451
92,"Jun 21, 2017 ",-2.451,-2.106,-1.661
93,"Jun 14, 2017 ",-1.661,-2.739,3.295
94,"Jun 07, 2017 ",3.295,-3.464,-6.428
95,"Jun 01, 2017 ",-6.428,-2.517,-4.432
96,"May 24, 2017 ",-4.432,-2.419,-1.753
97,"May 17, 2017 ",-1.753,-2.360,-5.247
98,"May 10, 2017 ",-5.247,-1.786,-0.930
99,"May 03, 2017 ",-0.930,-2.333,-3.641
100,"Apr 26, 2017 ",-3.641,-1.661,-1.034
101,"Apr 19, 2017 ",-1.034,-1.470,-2.166
102,"Apr 12, 2017 ",-2.166,0.087,1.566
103,"Apr 05, 2017 ",1.566,-0.435,0.867
104,"Mar 29, 2017 ",0.867,1.357,4.954
105,"Mar 22, 2017 ",4.954,2.801,-0.237
106,"Mar 15, 2017 ",-0.237,3.713,8.209
107,"Mar 08, 2017 ",8.209,1.967,1.501
108,"Mar 01, 2017 ",1.501,3.079,0.564
109,"Feb 23, 2017 ",0.564,3.475,9.527
110,"Feb 15, 2017 ",9.527,3.513,13.830
111,"Feb 08, 2017 ",13.830,2.529,6.466
112,"Feb 01, 2017 ",6.466,3.289,2.840
113,"Jan 25, 2017 ",2.840,2.815,2.347
114,"Jan 19, 2017 ",2.347,-0.342,4.097
115,"Jan 11, 2017 ",4.097,1.162,-7.051
116,"Jan 05, 2017 ",-7.051,-2.152,0.614
117,"Dec 29, 2016 ",0.614,-2.060,2.256
118,"Dec 21, 2016 ",2.256,-2.515,-2.563
119,"Dec 14, 2016 ",-2.563,-1.584,-2.389
120,"Dec 07, 2016 ",-2.389,-1.032,-0.884
121,"Nov 30, 2016 ",-0.884,0.636,-1.255
122,"Nov 23, 2016 ",-1.255,0.671,5.274
123,"Nov 16, 2016 ",5.274,1.480,2.432
124,"Nov 09, 2016 ",2.432,1.330,14.420
125,"Nov 02, 2016 ",14.420,1.013,-0.553
126,"Oct 26, 2016 ",-0.553,1.699,-5.200
127,"Oct 19, 2016 ",-5.247,2.705,4.900
128,"Oct 13, 2016 ",4.900,0.650,-2.976
129,"Oct 05, 2016 ",-2.976,2.560,-1.882
130,"Sep 28, 2016 ",-1.882,2.995,-6.200
131,"Sep 21, 2016 ",-6.200,3.350,-0.559
132,"Sep 14, 2016 ",-0.559,3.800,-14.513
133,"Sep 08, 2016 ",-14.513,0.225,2.276
134,"Aug 31, 2016 ",2.276,0.921,2.501
135,"Aug 24, 2016 ",2.501,-0.455,-2.508
136,"Aug 17, 2016 ",-2.508,0.522,1.055
137,"Aug 10, 2016 ",1.055,-1.025,1.413
138,"Aug 03, 2016 ",1.413,-1.363,1.671
139,"Jul 27, 2016 ",1.671,-2.257,-2.342
140,"Jul 20, 2016 ",-2.342,-2.100,-2.546
141,"Jul 13, 2016 ",-2.546,-2.950,-2.223
142,"Jul 07, 2016 ",-2.223,-2.250,-4.053
143,"Jun 29, 2016 ",-4.053,-2.365,-0.917
144,"Jun 22, 2016 ",-0.917,-1.671,-0.933
145,"Jun 15, 2016 ",-0.933,-2.260,-3.226
146,"Jun 08, 2016 ",-3.226,-2.740,-1.366
147,"Jun 02, 2016 ",-1.366,-2.490,-4.226
148,"May 25, 2016 ",-4.226,-2.450,1.310
149,"May 18, 2016 ",1.310,-2.833,-3.410
150,"May 11, 2016 ",-3.410,0.714,2.784
151,"May 04, 2016 ",2.784,1.695,1.999
152,"Apr 27, 2016 ",1.999,2.366,2.080
153,"Apr 20, 2016 ",2.080,2.400,6.634
154,"Apr 13, 2016 ",6.634,1.850,-4.937
155,"Apr 06, 2016 ",-4.937,3.150,2.299
156,"Mar 30, 2016 ",2.299,3.300,9.357
157,"Mar 23, 2016 ",9.357,3.090,1.317
158,"Mar 16, 2016 ",1.317,3.414,3.880
159,"Mar 09, 2016 ",3.880,3.867,10.374
160,"Mar 02, 2016 ",10.374,3.604,3.502
161,"Feb 24, 2016 ",3.502,3.427,2.147
162,"Feb 18, 2016 ",2.147,3.920,-0.754
163,"Feb 10, 2016 ",-0.754,3.550,7.792
164,"Feb 03, 2016 ",7.792,4.760,8.383
165,"Jan 27, 2016 ",8.383,3.277,3.979
166,"Jan 21, 2016 ",3.979,2.811,0.234
167,"Jan 13, 2016 ",0.234,2.504,-5.085
168,"Jan 06, 2016 ",-5.085,0.439,2.629
169,"Dec 30, 2015 ",2.629,-2.457,-5.877
170,"Dec 23, 2015 ",-5.877,1.083,4.801
171,"Dec 16, 2015 ",4.801,-1.417,-3.568
172,"Dec 09, 2015 ",-3.568,0.252,1.177
173,"Dec 02, 2015 ",1.177,-0.471,0.961
174,"Nov 25, 2015 ",0.961,1.200,0.252
175,"Nov 18, 2015 ",0.252,1.900,4.224
176,"Nov 12, 2015 ",4.224,1.016,2.847
177,"Nov 04, 2015 ",2.847,2.787,3.376
178,"Oct 28, 2015 ",3.376,3.417,8.028
179,"Oct 21, 2015 ",8.028,3.867,7.562
180,"Oct 15, 2015 ",7.562,2.848,3.073
181,"Oct 07, 2015 ",3.073,2.200,3.955
182,"Sep 30, 2015 ",3.955,0.102,-1.925
183,"Sep 23, 2015 ",-1.925,-0.533,-2.104
184,"Sep 16, 2015 ",-2.104,1.173,2.570
185,"Sep 10, 2015 ",2.570,0.933,4.667
186,"Sep 02, 2015 ",4.667,0.032,-5.452
187,"Aug 26, 2015 ",-5.452,1.022,2.620
188,"Aug 19, 2015 ",2.620,-0.777,-1.682
189,"Aug 12, 2015 ",-1.682,-1.817,-4.407
190,"Aug 05, 2015 ",-4.407,-1.494,-4.203
191,"Jul 29, 2015 ",-4.203,-0.184,2.468
192,"Jul 22, 2015 ",2.468,-2.258,-4.346
193,"Jul 15, 2015 ",-4.346,-1.158,0.384
194,"Jul 08, 2015 ",0.384,-0.700,2.386
195,"Jul 01, 2015 ",2.386,-2.000,-4.934
196,"Jun 24, 2015 ",-4.934,-2.100,-2.676
197,"Jun 17, 2015 ",-2.676,-1.657,-6.812
198,"Jun 10, 2015 ",-6.812,-1.720,-1.948
199,"Jun 03, 2015 ",-1.948,-1.700,-2.802
200,"May 28, 2015 ",-2.802,-0.857,-2.674
201,"May 20, 2015 ",-2.674,-1.029,-2.191
202,"May 13, 2015 ",-2.191,0.386,-3.882
203,"May 06, 2015 ",-3.882,1.500,1.910
204,"Apr 29, 2015 ",1.910,2.300,5.315
205,"Apr 22, 2015 ",5.315,2.888,1.294
206,"Apr 15, 2015 ",1.294,4.057,10.949
207,"Apr 08, 2015 ",10.949,3.429,4.766
208,"Apr 01, 2015 ",4.766,4.193,8.170
209,"Mar 25, 2015 ",8.170,5.133,9.622
210,"Mar 18, 2015 ",9.622,3.750,4.512
211,"Mar 11, 2015 ",4.512,4.436,10.303
212,"Mar 04, 2015 ",10.303,4.157,8.427
213,"Feb 25, 2015 ",8.427,3.983,7.716
214,"Feb 19, 2015 ",7.716,3.233,4.868
215,"Feb 11, 2015 ",4.868,3.733,6.333
216,"Feb 04, 2015 ",6.333,3.467,8.874
217,"Jan 28, 2015 ",8.874,4.080,10.071
218,"Jan 22, 2015 ",10.071,2.617,5.389
219,"Jan 14, 2015 ",5.389,0.417,-3.062
220,"Jan 07, 2015 ",-3.062,0.880,-1.754
221,"Dec 31, 2014 ",-1.754,-0.070,7.267
222,"Dec 24, 2014 ",7.267,-2.280,-0.847
223,"Dec 17, 2014 ",-0.847,-2.360,1.454
224,"Dec 10, 2014 ",1.454,-2.240,-3.689
225,"Dec 03, 2014 ",-3.689,1.300,1.946
226,"Nov 26, 2014 ",1.946,0.467,2.608
227,"Nov 19, 2014 ",2.608,-0.780,-1.735
228,"Nov 13, 2014 ",-1.735,0.750,0.460
229,"Nov 05, 2014 ",0.460,1.900,2.061
230,"Oct 29, 2014 ",2.061,3.371,7.111
231,"Oct 22, 2014 ",7.111,2.686,8.923
232,"Oct 16, 2014 ",8.923,2.783,5.015
233,"Oct 08, 2014 ",5.015,1.533,-1.363
234,"Oct 01, 2014 ",-1.363,0.700,-4.273
235,"Sep 24, 2014 ",-4.273,0.386,3.673
236,"Sep 17, 2014 ",3.673,-1.614,-0.972
237,"Sep 10, 2014 ",-0.972,-1.114,-0.905
238,"Sep 04, 2014 ",-0.905,-1.113,-2.070
239,"Aug 27, 2014 ",-2.070,-1.286,-4.474
240,"Aug 20, 2014 ",-4.474,-1.163,1.401
241,"Aug 13, 2014 ",1.401,-2.029,-1.756
242,"Aug 06, 2014 ",-1.756,-1.711,-3.697
243,"Jul 30, 2014 ",-3.697,-1.471,-3.969
244,"Jul 23, 2014 ",-3.969,-2.786,-7.525
245,"Jul 16, 2014 ",-7.525,-2.086,-2.370
246,"Jul 09, 2014 ",-2.370,-2.150,-3.155
247,"Jul 02, 2014 ",-3.155,-2.229,1.742
248,"Jun 25, 2014 ",1.742,-1.557,-0.579
249,"Jun 18, 2014 ",-0.579,-0.650,-2.596
250,"Jun 11, 2014 ",-2.596,-1.871,-3.431
251,"Jun 04, 2014 ",-3.431,-0.271,1.657
252,"May 29, 2014 ",1.657,0.483,-7.226
253,"May 21, 2014 ",-7.226,0.750,0.947
254,"May 14, 2014 ",0.947,-0.100,-1.781
255,"May 07, 2014 ",-1.781,1.417,1.698
256,"Apr 30, 2014 ",1.698,2.367,3.524
257,"Apr 23, 2014 ",3.524,2.275,10.013
258,"Apr 16, 2014 ",10.013,2.250,4.030
259,"Apr 09, 2014 ",4.030,1.329,-2.379
260,"Apr 02, 2014 ",-2.379,1.086,6.619
261,"Mar 26, 2014 ",6.619,2.743,5.850
262,"Mar 19, 2014 ",5.850,2.608,6.180
263,"Mar 12, 2014 ",6.180,2.150,1.429
264,"Mar 05, 2014 ",1.429,1.333,0.068
265,"Feb 26, 2014 ",0.068,1.236,0.973
266,"Feb 20, 2014 ",0.973,2.013,3.267
267,"Feb 12, 2014 ",3.267,2.650,0.440
268,"Feb 05, 2014 ",0.440,2.300,6.421
269,"Jan 29, 2014 ",6.421,2.338,0.990
270,"Jan 23, 2014 ",0.990,0.588,-7.658
271,"Jan 15, 2014 ",-7.658,-0.613,-2.675
272,"Jan 08, 2014 ",-2.675,-0.894,-7.007
273,"Jan 03, 2014 ",-7.007,-2.975,-4.731
274,"Dec 27, 2013 ",-4.731,-2.320,-2.941
275,"Dec 18, 2013 ",-2.941,-2.300,-10.585
276,"Dec 11, 2013 ",-10.585,-2.950,-5.585
277,"Dec 04, 2013 ",-5.585,-0.500,2.953
278,"Nov 27, 2013 ",2.953,0.606,0.375
279,"Nov 20, 2013 ",0.375,0.900,2.640
280,"Nov 14, 2013 ",2.640,0.994,1.577
281,"Nov 06, 2013 ",1.577,1.631,4.087
282,"Oct 30, 2013 ",4.087,2.233,5.246
283,"Oct 23, 2013 ",5.246,2.938,3.999
284,"Oct 21, 2013 ",3.999,2.164,6.807
285,"Oct 09, 2013 ",6.807,1.486,5.472
286,"Oct 02, 2013 ",5.472,2.265,2.635
287,"Sep 25, 2013 ",2.635,-1.129,-4.368
288,"Sep 18, 2013 ",-4.368,-1.394,-0.219
289,"Sep 11, 2013 ",-0.219,-1.500,-1.836
290,"Sep 05, 2013 ",-1.836,-1.263,2.986
291,"Aug 28, 2013 ",2.986,0.200,-1.428
292,"Aug 21, 2013 ",-1.428,-0.957,-2.812
293,"Aug 14, 2013 ",-2.812,-1.511,-1.320
294,"Aug 07, 2013 ",-1.320,-1.238,0.431
295,"Jul 31, 2013 ",0.431,-2.306,-2.825
296,"Jul 24, 2013 ",-2.825,-2.456,-6.902
297,"Jul 17, 2013 ",-6.902,-2.007,-9.874
298,"Jul 10, 2013 ",-9.874,-3.300,-10.347
299,"Jul 03, 2013 ",-10.347,-2.317,0.018
300,"Jun 26, 2013 ",0.018,-1.690,0.313
301,"Jun 19, 2013 ",0.313,-0.544,2.523
302,"Jun 12, 2013 ",2.523,-0.722,-6.267
303,"Jun 05, 2013 ",-6.267,-0.356,3.000
304,"May 30, 2013 ",3.000,-0.350,-0.338
305,"May 22, 2013 ",-0.338,-0.778,-0.624
306,"May 15, 2013 ",-0.624,0.330,0.230
307,"May 08, 2013 ",0.230,1.905,6.696
308,"May 01, 2013 ",6.696,1.013,0.947
309,"Apr 24, 2013 ",0.947,1.513,-1.233
310,"Apr 17, 2013 ",-1.233,1.350,0.250
311,"Apr 10, 2013 ",0.250,1.400,2.707
312,"Apr 03, 2013 ",2.707,2.200,3.256
313,"Mar 27, 2013 ",3.256,0.705,-1.314
314,"Mar 20, 2013 ",-1.314,2.017,2.624
315,"Mar 13, 2013 ",2.624,2.338,3.833
316,"Mar 06, 2013 ",3.833,0.526,1.130
317,"Feb 27, 2013 ",1.130,2.413,4.143
318,"Feb 21, 2013 ",4.143,1.800,0.560
319,"Feb 13, 2013 ",0.560,2.350,2.623
320,"Feb 06, 2013 ",2.623,2.771,5.947
321,"Jan 30, 2013 ",5.947,2.583,2.813
322,"Jan 24, 2013 ",2.813,1.750,-0.951
323,"Jan 16, 2013 ",-0.951,2.271,1.314
324,"Jan 09, 2013 ",1.314,1.469,-11.120
325,"Jan 04, 2013 ",-11.120,-0.919,-0.586
326,"Dec 28, 2012 ",-0.586,-1.857,-0.964
327,"Dec 19, 2012 ",-0.964,-1.122,0.843
328,"Dec 12, 2012 ",0.843,-2.343,-2.357
329,"Dec 05, 2012 ",-2.357,-0.322,-0.347
330,"Nov 28, 2012 ",-0.347,0.317,-1.466
331,"Nov 21, 2012 ",-1.466,0.940,1.089
332,"Nov 15, 2012 ",1.089,1.943,1.766
333,"Nov 07, 2012 ",1.766,1.810,-2.045
334,"Nov 01, 2012 ",-2.045,1.506,5.896
335,"Oct 24, 2012 ",5.896,1.886,2.860
336,"Oct 17, 2012 ",2.860,1.675,1.672
337,"Oct 11, 2012 ",1.672,0.780,-0.482
338,"Oct 03, 2012 ",-0.482,1.535,-2.446
339,"Sep 26, 2012 ",-2.446,0.920,8.534
340,"Sep 19, 2012 ",8.534,1.000,1.994
341,"Sep 12, 2012 ",1.994,-2.588,-7.426
342,"Sep 06, 2012 ",-7.426,-5.325,3.778
343,"Aug 29, 2012 ",3.778,-1.480,-5.412
344,"Aug 22, 2012 ",-5.412,-0.413,-3.699
345,"Aug 15, 2012 ",-3.699,-1.730,-3.729
346,"Aug 08, 2012 ",-3.729,-0.267,-6.522
347,"Aug 01, 2012 ",-6.522,-0.709,2.717
348,"Jul 25, 2012 ",2.717,-0.650,-0.809
349,"Jul 18, 2012 ",-0.809,-1.150,-4.696
350,"Jul 11, 2012 ",-4.696,-1.156,-4.270
351,"Jul 05, 2012 ",-4.270,-1.929,-0.133
352,"Jun 27, 2012 ",-0.133,-0.450,2.861
353,"Jun 20, 2012 ",2.861,-1.110,-0.191
354,"Jun 13, 2012 ",-0.191,-1.411,-0.111
355,"Jun 06, 2012 ",-0.111,-0.488,2.213
356,"May 31, 2012 ",2.213,0.558,0.883
357,"May 23, 2012 ",0.883,0.950,2.128
358,"May 16, 2012 ",2.128,1.736,3.652
359,"May 09, 2012 ",3.652,1.971,2.840
360,"May 02, 2012 ",2.840,2.489,3.978
361,"Apr 25, 2012 ",3.978,2.650,3.856
362,"Apr 18, 2012 ",3.856,1.363,2.791
363,"Apr 11, 2012 ",2.791,2.125,9.009
364,"Apr 04, 2012 ",9.009,2.214,7.102
365,"Mar 28, 2012 ",7.100,2.500,-1.200
366,"Mar 21, 2012 ",-1.200,2.200,1.800
367,"Mar 14, 2012 ",1.800,2.000,0.800
368,"Mar 07, 2012 ",0.800,1.500,4.200
369,"Feb 29, 2012 ",4.200,1.200,1.600
370,"Feb 23, 2012 ",1.600,1.000,-0.200
371,"Feb 15, 2012 ",-0.200,1.700,0.300
372,"Feb 08, 2012 ",0.300,2.500,4.200
373,"Feb 01, 2012 ",4.200,3.000,3.600
374,"Jan 25, 2012 ",3.600,0.900,-3.400
375,"Jan 19, 2012 ",-3.400,2.900,5.000
376,"Jan 11, 2012 ",5.000,1.000,2.200
377,"Jan 05, 2012 ",2.200,-1.200,3.900
378,"Dec 29, 2011 ",3.900,-2.500,-10.600
379,"Dec 21, 2011 ",-10.600,-2.400,-1.900
380,"Dec 14, 2011 ",-1.900,-2.000,1.300
381,"Dec 07, 2011 ",1.300,-1.100,3.900
382,"Nov 30, 2011 ",3.900,1.000,-6.200
383,"Nov 23, 2011 ",-6.200,-0.500,-1.100
384,"Nov 16, 2011 ",-1.100,-1.200,-1.400
385,"Nov 09, 2011 ",-1.400,0.500,1.800
386,"Nov 02, 2011 ",1.800,1.200,4.700
387,"Oct 26, 2011 ",4.700,0.800,-4.700
388,"Oct 19, 2011 ",-4.700,1.800,1.300
389,"Oct 13, 2011 ",1.300,0.800,-4.700
390,"Oct 05, 2011 ",-4.700,1.500,1.900
391,"Sep 28, 2011 ",1.900,1.000,-7.300
392,"Sep 21, 2011 ",-7.300,-1.500,-6.700
393,"Sep 14, 2011 ",-6.700,-3.000,-4.000
394,"Sep 08, 2011 ",-4.000,-2.200,5.300
395,"Aug 31, 2011 ",5.300,0.900,-2.200
396,"Aug 24, 2011 ",-2.200,0.800,4.200
397,"Aug 17, 2011 ",4.200,-0.500,-5.200
398,"Aug 10, 2011 ",-5.200,1.500,1.000
399,"Aug 03, 2011 ",1.000,1.500,2.300
400,"Jul 27, 2011 ",2.300,-1.500,-3.700
401,"Jul 20, 2011 ",-3.700,-1.500,-3.100
402,"Jul 13, 2011 ",-3.100,-2.000,-0.900
403,"Jul 07, 2011 ",-0.900,-2.500,-4.400
404,"Jun 29, 2011 ",-4.400,-1.500,-1.700
405,"Jun 22, 2011 ",-1.700,-1.600,-3.400
406,"Jun 15, 2011 ",-3.400,-1.500,-4.800
407,"Jun 08, 2011 ",-4.800,-1.500,2.900
408,"Jun 02, 2011 ",2.900,-1.800,0.600
409,"May 25, 2011 ",0.600,-1.600,0.000
410,"May 18, 2011 ",0.000,1.500,3.800
411,"May 11, 2011 ",3.800,1.100,3.400
412,"May 04, 2011 ",3.400,1.900,6.200
413,"Apr 27, 2011 ",6.200,1.500,-2.300
414,"Apr 20, 2011 ",-2.300,0.700,1.600
415,"Apr 13, 2011 ",1.600,1.000,2.000
416,"Apr 06, 2011 ",2.000,1.300,2.900
417,"Mar 30, 2011 ",2.900,2.000,2.100
418,"Mar 23, 2011 ",2.100,2.000,1.700
419,"Mar 16, 2011 ",1.700,1.800,2.500
420,"Mar 09, 2011 ",2.500,1.100,-0.400
421,"Mar 02, 2011 ",-0.400,1.100,0.800
422,"Feb 24, 2011 ",0.800,1.100,0.900
423,"Feb 16, 2011 ",0.900,1.800,1.900
424,"Feb 09, 2011 ",1.900,2.250,2.600
425,"Feb 02, 2011 ",2.600,2.500,4.800
426,"Jan 26, 2011 ",4.800,1.250,2.600
427,"Jan 20, 2011 ",2.600,-1.100,-2.200
428,"Jan 12, 2011 ",-2.200,0.400,-4.200
429,"Jan 05, 2011 ",-4.200,-1.400,-1.300
430,"Dec 30, 2010 ",-1.300,-2.800,-5.300
431,"Dec 22, 2010 ",-5.300,-1.100,-9.900
432,"Dec 15, 2010 ",-9.900,-2.700,-3.800
433,"Dec 08, 2010 ",-3.800,-1.300,1.100
434,"Dec 01, 2010 ",1.100,-0.800,1.000
435,"Nov 24, 2010 ",1.000,-1.900,-7.300
436,"Nov 17, 2010 ",-7.300,-0.500,-3.300
437,"Nov 10, 2010 ",-3.300,1.100,2.000
438,"Nov 03, 2010 ",2.000,,5.000
439,"Oct 27, 2010 ",5.000,,0.700
440,"Oct 20, 2010 ",0.700,,-0.400
441,"Oct 14, 2010 ",-0.400,,3.100
442,"Oct 06, 2010 ",3.100,,-0.500
443,"Sep 29, 2010 ",-0.500,,1.000
444,"Sep 22, 2010 ",1.000,,-2.500
445,"Sep 15, 2010 ",-2.500,,-1.900
446,"Sep 09, 2010 ",-1.900,,3.400
447,"Sep 01, 2010 ",3.400,,4.100
448,"Aug 25, 2010 ",4.100,,-0.800
449,"Aug 18, 2010 ",-0.800,,-3.000
450,"Aug 11, 2010 ",-3.000,,-2.800
451,"Aug 04, 2010 ",-2.800,,7.300
452,"Jul 28, 2010 ",7.300,,0.400
453,"Jul 21, 2010 ",0.400,,-5.100
454,"Jul 14, 2010 ",-5.100,,-5.000
455,"Jul 08, 2010 ",-5.000,,-2.000
456,"Jun 30, 2010 ",-2.000,,2.000
457,"Jun 23, 2010 ",2.000,,1.700
458,"Jun 16, 2010 ",1.700,,-1.800
459,"Jun 09, 2010 ",-1.800,,-1.900
460,"Jun 03, 2010 ",-1.900,,2.400
461,"May 26, 2010 ",2.400,,0.200
462,"May 19, 2010 ",0.200,,1.900
463,"May 12, 2010 ",1.900,,2.800
464,"May 05, 2010 ",2.800,,1.900
465,"Apr 28, 2010 ",1.900,,1.900
466,"Apr 21, 2010 ",1.900,,-2.200
467,"Apr 14, 2010 ",-2.200,1.400,2.000
468,"Apr 07, 2010 ",2.000,,2.900
469,"Mar 31, 2010 ",2.900,,7.300
470,"Mar 24, 2010 ",7.300,,1.000
471,"Mar 17, 2010 ",1.000,,1.400
472,"Mar 10, 2010 ",1.400,2.000,4.100
473,"Mar 03, 2010 ",4.100,,3.000
474,"Feb 24, 2010 ",3.000,,3.100
475,"Feb 18, 2010 ",3.100,,2.400
476,"Feb 12, 2010 ",2.400,,2.300
477,"Feb 03, 2010 ",2.300,,-3.900
478,"Jan 27, 2010 ",-3.900,,-0.400
